location,date,rain,temperature
Bergen,1985-07-22,0,9.15
Bergen,1985-07-23,0,10.84
Bergen,1985-07-24,0,10.84
Bergen,1985-07-25,0,12.37
Bergen,1985-07-26,0,12.37
Bergen,1985-07-27,0,8.04
Bergen,1985-07-28,0,6.94
Bergen,1985-07-29,0,6.76
Bergen,1985-07-30,0,7.74
Bergen,1985-07-31,0,10.32
Bergen,1985-08-01,0,9.49
Bergen,1985-08-02,0,9.49
Bergen,1985-08-03,0,10.89
Bergen,1985-08-04,0,12.78
Bergen,1985-08-05,0,12.58
Bergen,1985-08-06,0,0.0
Bergen,1985-08-07,0,7.54
Bergen,1985-08-08,0,5.28
Bergen,1985-08-09,0,7.26
Bergen,1985-08-10,0,8.43
Bergen,1985-08-11,0,8.74
Bergen,1985-08-12,0,11.51
Bergen,1985-08-13,0,12.17
Bergen,1985-08-14,0,11.78
Bergen,1985-08-15,0,14.64
Bergen,1985-08-26,0,0.0
Bergen,1985-08-27,0,6.12
Bergen,1985-08-28,0,6.12
Bergen,1985-08-29,0,7.49
Bergen,1985-08-30,0,7.49
Bergen,1985-08-31,0,9.88
Bergen,1985-09-01,0,10.94
Bergen,1985-09-02,0,10.94
Bergen,1985-09-03,0,11.73
Bergen,1985-09-04,0,14.16
Bergen,1985-09-05,0,0.0
Bergen,1985-09-06,0,6.79
Bergen,1985-09-07,0,7.36
Bergen,1985-09-08,0,7.64
Bergen,1985-09-09,0,7.64
Bergen,1985-09-10,0,7.93
Bergen,1985-09-11,0,11.37
Bergen,1985-09-12,0,11.37
Bergen,1985-09-13,0,12.71
Bergen,1985-09-14,0,13.48
Bergen,1985-09-15,0,0.0
Bergen,1985-09-16,0,7.31
Bergen,1985-09-17,0,8.41
Bergen,1985-09-18,0,8.41
Bergen,1985-09-19,0,9.48
Bergen,1985-09-20,0,9.48
Bergen,1985-09-21,0,9.17
Bergen,1985-09-22,0,11.86
Bergen,1985-09-23,0,13.03
Bergen,1985-09-24,0,13.28
Bergen,1985-09-25,0,0.0
Bergen,1985-09-26,0,7.31
Bergen,1985-09-27,0,8.16
Bergen,1985-09-28,0,5.84
Bergen,1985-09-29,0,9.72
Bergen,1985-09-30,0,12.02
Bergen,1985-10-01,0,12.02
Bergen,1985-10-02,0,12.32
Bergen,1985-10-03,0,12.32
Bergen,1985-10-04,0,10.8
Bergen,1985-10-05,0,7.01
Bergen,1985-10-06,0,7.01
Bergen,1985-10-07,0,7.31
Bergen,1985-10-08,0,8.52
Bergen,1985-10-09,0,7.53
Bergen,1985-10-10,0,9.28
Bergen,1985-10-11,0,10.38
Bergen,1985-10-12,0,10.38
Bergen,1985-10-13,0,11.97
Bergen,1985-10-14,0,11.97
Bergen,1985-10-15,0,0.0
Bergen,1985-10-16,0,7.19
Bergen,1985-10-17,0,7.19
Bergen,1985-10-18,0,6.63
Bergen,1985-10-19,0,6.01
Bergen,1985-10-20,0,9.22
Bergen,1985-10-21,0,9.22
Bergen,1985-10-22,0,12.56
Bergen,1985-10-23,0,12.89
Bergen,1985-10-24,0,13.9
Bergen,1985-10-25,0,0.0
Bergen,1985-10-26,0,5.86
Bergen,1985-10-27,0,9.41
Bergen,1985-10-28,0,7.3
Bergen,1985-10-29,0,9.29
Bergen,1985-10-30,0,10.66
Bergen,1985-10-31,0,10.47
Bergen,1985-11-01,0,12.71
Bergen,1985-11-02,0,12.71
Bergen,1985-11-03,0,11.65
Bergen,1985-11-04,0,0.0
Bergen,1985-11-05,0,5.89
Bergen,1985-11-06,0,6.44
Bergen,1985-11-07,0,7.01
Bergen,1985-11-08,0,7.12
Bergen,1985-11-09,0,9.26
Bergen,1985-11-10,0,10.85
Bergen,1985-11-11,0,10.85
Bergen,1985-11-12,0,11.44
Bergen,1985-11-13,0,11.69
Bergen,1985-11-14,0,8.28
Bergen,1985-11-15,0,6.67
Bergen,1985-11-16,0,8.96
Bergen,1985-11-17,0,7.1
Bergen,1985-11-18,0,9.47
Bergen,1985-11-19,0,8.51
Bergen,1985-11-20,0,8.51
Bergen,1985-11-21,0,9.97
Bergen,1985-11-22,0,13.02
Bergen,1985-11-23,0,12.93
Bergen,1985-11-24,0,0.0
Bergen,1985-11-25,0,5.45
Bergen,1985-11-26,0,6.97
