location,date,rain,temperature
Stavanger,1981-09-09,0,8.33
Stavanger,1981-09-10,0,7.88
Stavanger,1981-09-11,0,7.98
Stavanger,1981-09-12,0,9.16
Stavanger,1981-09-13,0,6.85
Stavanger,1981-09-14,0,10.0
Stavanger,1981-09-15,0,11.36
Stavanger,1981-09-16,0,12.52
Stavanger,1981-09-17,0,13.85
Stavanger,1981-09-18,0,6.76
Stavanger,1981-09-19,0,7.66
Stavanger,1981-09-20,0,7.66
Stavanger,1981-09-21,0,6.39
Stavanger,1981-09-22,0,6.54
Stavanger,1981-09-23,0,9.84
Stavanger,1981-09-24,0,10.37
Stavanger,1981-09-25,0,10.37
Stavanger,1981-09-26,0,12.61
Stavanger,1981-09-27,0,12.56
Stavanger,1981-09-28,0,0.0
Stavanger,1981-09-29,0,7.5
Stavanger,1981-09-30,0,6.61
Stavanger,1981-10-01,0,7.9
Stavanger,1981-10-02,0,6.61
Stavanger,1981-10-03,0,11.22
Stavanger,1981-10-04,0,9.64
Stavanger,1981-10-05,0,9.64
Stavanger,1981-10-06,0,12.1
Stavanger,1981-10-07,0,13.26
Stavanger,1981-10-08,0,5.94
Stavanger,1981-10-09,0,7.28
Stavanger,1981-10-10,0,7.28
Stavanger,1981-10-11,0,7.05
Stavanger,1981-10-12,0,7.05
Stavanger,1981-10-13,0,10.05
Stavanger,1981-10-14,0,10.05
Stavanger,1981-10-15,0,9.36
Stavanger,1981-10-16,0,12.85
Stavanger,1981-10-17,0,12.85
Stavanger,1981-10-18,0,0.0
Stavanger,1981-10-19,0,5.1
Stavanger,1981-10-20,0,6.15
Stavanger,1981-10-21,0,6.15
Stavanger,1981-10-22,0,9.96
Stavanger,1981-10-23,0,10.23
Stavanger,1981-10-24,0,10.23
Stavanger,1981-10-25,0,11.91
Stavanger,1981-10-26,0,13.17
Stavanger,1981-10-27,0,14.77
Stavanger,1981-10-28,0,7.09
Stavanger,1981-10-29,0,6.06
Stavanger,1981-10-30,0,7.32
Stavanger,1981-10-31,0,8.06
Stavanger,1981-11-01,0,10.14
Stavanger,1981-11-02,0,10.14
Stavanger,1981-11-03,0,11.3
Stavanger,1981-11-04,0,11.3
Stavanger,1981-11-05,0,12.37
Stavanger,1981-11-06,0,11.65
Stavanger,1981-11-07,0,7.67
Stavanger,1981-11-08,0,8.44
Stavanger,1981-11-09,0,8.89
Stavanger,1981-11-10,0,8.89
Stavanger,1981-11-11,0,9.0
Stavanger,1981-11-12,0,12.07
Stavanger,1981-11-13,0,12.07
Stavanger,1981-11-14,0,11.17
Stavanger,1981-11-15,0,12.22
Stavanger,1981-11-16,0,13.67
Stavanger,1981-11-17,0,8.07
Stavanger,1981-11-18,0,6.66
Stavanger,1981-11-19,0,6.66
Stavanger,1981-11-20,0,7.57
Stavanger,1981-11-21,0,8.27
Stavanger,1981-11-22,0,11.29
Stavanger,1981-11-23,0,12.03
Stavanger,1981-11-24,0,12.03
Stavanger,1981-11-25,0,13.38
Stavanger,1981-11-26,0,13.38
Stavanger,1981-11-27,0,6.74
Stavanger,1981-11-28,0,6.14
Stavanger,1981-11-29,0,7.93
Stavanger,1981-11-30,0,8.59
Stavanger,1981-12-01,0,8.13
Stavanger,1981-12-02,0,10.44
Stavanger,1981-12-03,0,13.09
Stavanger,1981-12-04,0,12.8
Stavanger,1981-12-05,0,13.84
Stavanger,1981-12-06,0,13.43
