location,date,rain,temperature
Oslo,1981-12-26,0,12.89
Oslo,1981-12-27,0,6.63
Oslo,1981-12-28,0,6.63
Oslo,1981-12-29,0,8.46
Oslo,1981-12-30,0,10.3
Oslo,1981-12-31,0,6.68
Oslo,1982-01-01,0,10.72
Oslo,1982-01-02,0,10.72
Oslo,1982-01-03,0,10.79
Oslo,1982-01-04,0,10.88
Oslo,1982-01-05,0,12.34
Oslo,1982-01-06,0,0.0
Oslo,1982-01-07,0,8.06
Oslo,1982-01-08,0,8.06
Oslo,1982-01-09,0,7.76
Oslo,1982-01-10,0,7.41
Oslo,1982-01-11,0,7.41
Oslo,1982-01-12,0,8.59
Oslo,1982-01-13,0,12.77
Oslo,1982-01-14,0,12.77
Oslo,1982-01-15,0,13.1
Oslo,1982-01-16,0,6.09
Oslo,1982-01-17,0,7.65
Oslo,1982-01-18,0,7.64
Oslo,1982-01-19,0,8.07
Oslo,1982-01-20,0,9.34
Oslo,1982-01-21,0,10.07
Oslo,1982-01-22,0,12.33
Oslo,1982-01-23,0,12.33
Oslo,1982-01-24,0,11.77
Oslo,1982-01-25,0,13.48
Oslo,1982-01-26,0,7.53
Oslo,1982-01-27,0,7.53
Oslo,1982-01-28,0,7.76
Oslo,1982-01-29,0,7.76
Oslo,1982-01-30,0,6.7
Oslo,1982-01-31,0,6.7
Oslo,1982-02-01,0,10.68
Oslo,1982-02-02,0,11.21
Oslo,1982-02-03,0,11.21
Oslo,1982-02-04,0,14.5
Oslo,1982-02-05,0,0.0
Oslo,1982-02-06,0,8.05
Oslo,1982-02-07,0,8.05
Oslo,1982-02-08,0,6.81
Oslo,1982-02-09,0,9.51
Oslo,1982-02-10,0,8.71
Oslo,1982-02-11,0,9.3
Oslo,1982-02-12,0,13.06
Oslo,1982-02-13,0,13.06
Oslo,1982-02-14,0,16.44
Oslo,1982-02-15,0,0.0
Oslo,1982-02-16,0,4.29
Oslo,1982-02-17,0,4.29
Oslo,1982-02-18,0,7.33
Oslo,1982-02-19,0,7.33
Oslo,1982-02-20,0,9.32
Oslo,1982-02-21,0,10.37
Oslo,1982-02-22,0,11.53
Oslo,1982-02-23,0,11.53
Oslo,1982-02-24,0,12.39
Oslo,1982-02-25,0,0.0
Oslo,1982-02-26,0,7.14
Oslo,1982-02-27,0,7.97
Oslo,1982-02-28,0,7.11
Oslo,1982-03-01,0,6.21
Oslo,1982-03-02,0,9.91
Oslo,1982-03-03,0,9.91
Oslo,1982-03-04,0,11.35
Oslo,1982-03-05,0,13.64
Oslo,1982-03-06,0,14.16
Oslo,1982-03-07,0,5.35
Oslo,1982-03-08,0,8.44
Oslo,1982-03-09,0,9.04
Oslo,1982-03-10,0,7.43
Oslo,1982-03-11,0,7.43
Oslo,1982-03-12,0,8.78
Oslo,1982-03-13,0,10.34
Oslo,1982-03-14,0,11.63
Oslo,1982-03-15,0,12.27
Oslo,1982-03-16,0,12.7
Oslo,1982-03-17,0,0.0
Oslo,1982-03-18,0,7.66
Oslo,1982-03-19,0,7.44
Oslo,1982-03-20,0,5.08
Oslo,1982-03-21,0,8.22
Oslo,1982-03-22,0,10.09
Oslo,1982-03-23,0,10.09
Oslo,1982-03-24,0,12.35
Oslo,1982-03-25,0,13.01
Oslo,1982-03-26,0,12.9
Oslo,1982-03-27,0,7.89
Oslo,1982-03-28,0,8.78
Oslo,1982-03-29,0,8.23
Oslo,1982-03-30,0,8.38
Oslo,1982-03-31,0,8.38
Oslo,1982-04-01,0,7.52
Oslo,1982-04-02,0,10.54
Oslo,1982-04-03,0,10.54
Oslo,1982-04-04,0,9.95
Oslo,1982-04-05,0,11.73
Oslo,1982-04-06,0,8.75
Oslo,1982-04-07,0,7.36
Oslo,1982-04-08,0,7.36
Oslo,1982-04-09,0,5.61
Oslo,1982-04-10,0,5.61
Oslo,1982-04-11,0,8.64
Oslo,1982-04-12,0,10.24
Oslo,1982-04-13,0,10.8
Oslo,1982-04-14,0,11.82
Oslo,1982-04-15,0,13.62
Oslo,1982-04-16,0,0.0
Oslo,1982-04-17,0,7.95
Oslo,1982-04-18,0,7.07
Oslo,1982-04-19,0,7.32
Oslo,1982-04-20,0,8.71
Oslo,1982-04-21,0,10.71
Oslo,1982-04-22,0,10.71
Oslo,1982-04-23,0,11.43
Oslo,1982-04-24,0,10.08
Oslo,1982-04-25,0,14.2
Oslo,1982-04-26,0,0.0
Oslo,1982-04-27,0,8.6
Oslo,1982-04-28,0,7.31
Oslo,1982-04-29,0,8.5
Oslo,1982-04-30,0,8.69
Oslo,1982-05-01,0,10.85
Oslo,1982-05-02,0,11.16
Oslo,1982-05-03,0,10.19
Oslo,1982-05-04,0,12.53
Oslo,1982-05-05,0,12.53
